Name,Price,Discount,Average Rating,Rating Count,Review Count,Memory Details,Screen Dimension,Lens Detail,Battery Capacity,Processor,Warranty,Color,Product Link
"realme 11 Pro+ 5G (Sunrise Beige, 256 GB)  (8 GB RAM)","₹27,999",6% off,5,,,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,200MP + 8MP + 2MP | 32MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,Sunrise Beige,https://www.flipkart.com/realme-11-pro-5g-sunrise-beige-256-gb/p/itm5647cce338e55?pid=MOBGPU8HQQYQN8XT&lid=LSTMOBGPU8HQQYQN8XTJSUCKP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_176&otracker=browse&iid=en_0gdB28YXqs%2FdvPWB%2FUYzUMyOZ1dRi5ihvj9Ict4taRs04%2B6fuVhgvYFrhYd%2BLieYEHQLN5BoYh6dIfKZT9tpVw%3D%3D&ssid=dg9jgkr3w00000001686308579367
"realme 10 (Clash White, 128 GB)  (8 GB RAM)","₹15,499",22% off,4.3,"4,371 Ratings ", 267 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.26 cm (6.4 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,Clash White,https://www.flipkart.com/realme-10-clash-white-128-gb/p/itmd6481542c3c73?pid=MOBGH2VFXHJMF9C5&lid=LSTMOBGH2VFXHJMF9C5ITCZOO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_177&otracker=browse&iid=051d8783-6324-4d61-803a-f5cc7df6f453.MOBGH2VFXHJMF9C5.SEARCH&ssid=dg9jgkr3w00000001686308579367
"realme 10 (Rush Black, 64 GB)  (4 GB RAM)","₹12,499",21% off,4.3,"10,426 Ratings ", 761 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.26 cm (6.4 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,Rush Black,https://www.flipkart.com/realme-10-rush-black-64-gb/p/itmd6481542c3c73?pid=MOBGH2VFXREZWPYV&lid=LSTMOBGH2VFXREZWPYVLLSV7Z&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_178&otracker=browse&iid=051d8783-6324-4d61-803a-f5cc7df6f453.MOBGH2VFXREZWPYV.SEARCH&ssid=dg9jgkr3w00000001686308579367
"Infinix NOTE 12i (Metaverse Blue, 64 GB)  (4 GB RAM)","₹9,999",23% off,4.2,"5,682 Ratings ", 607 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50 MP + 2 MP + QVGA | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,,1 Year on Handset and 6 Months on Accessories,Metaverse Blue,https://www.flipkart.com/infinix-note-12i-metaverse-blue-64-gb/p/itmf9bf9f4663d76?pid=MOBGHXSMDYKEERRW&lid=LSTMOBGHXSMDYKEERRWYNYXTE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_179&otracker=browse&iid=051d8783-6324-4d61-803a-f5cc7df6f453.MOBGHXSMDYKEERRW.SEARCH&ssid=dg9jgkr3w00000001686308579367
Lvix L115 Pro  (Golden),₹999,50% off,3.4,25 Ratings , 1 Reviews,16 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,3 Months Warranty,Golden,https://www.flipkart.com/lvix-l115-pro/p/itm3895415de5008?pid=MOBGJUTECBQT6QP7&lid=LSTMOBGJUTECBQT6QP7ZEFG2H&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_180&otracker=browse&iid=en_0gdB28YXqs%2FdvPWB%2FUYzUMyOZ1dRi5ihvj9Ict4taRt1MezjL%2BaFiYYMwwCjAF2Ksv2aIdwABPt40KGNLy8Qkg%3D%3D&ssid=dg9jgkr3w00000001686308579367
"Infinix NOTE 12i (Force Black, 64 GB)  (4 GB RAM)","₹9,999",23% off,4.2,"5,682 Ratings ", 607 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50 MP + 2 MP + QVGA | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,,1 Year on Handset and 6 Months on Accessories,Force Black,https://www.flipkart.com/infinix-note-12i-force-black-64-gb/p/itmf9bf9f4663d76?pid=MOBGHXSMGZTRYYVY&lid=LSTMOBGHXSMGZTRYYVY0LVBSW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_181&otracker=browse&iid=051d8783-6324-4d61-803a-f5cc7df6f453.MOBGHXSMGZTRYYVY.SEARCH&ssid=dg9jgkr3w00000001686308579367
itel MagicX Pro (4G Hotspot)  (Blue),"₹2,399",25% off,3.9,"1,645 Ratings ", 198 Reviews,64 MB RAM | 128 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,2500 mAh Battery,,2 years warranty on mobile device & 6 months on accessories.Know More,4G Hotspot)  ,https://www.flipkart.com/itel-magicx-pro-4g-hotspot/p/itma70fa1395daba?pid=MOBGK2E6MBKZZEMX&lid=LSTMOBGK2E6MBKZZEMXDTS8UT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_182&otracker=browse&iid=051d8783-6324-4d61-803a-f5cc7df6f453.MOBGK2E6MBKZZEMX.SEARCH&ssid=dg9jgkr3w00000001686308579367
"Infinix Hot 20 5G (Blaster Green, 128 GB)  (6 GB RAM)","₹13,499",32% off,4.1,"5,142 Ratings ", 468 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + AI Lens | 8MP Front Camera,5000 mAh Li-ion Polymer Battery,,1 Year on Handset and 6 Months on Accessories,Blaster Green,https://www.flipkart.com/infinix-hot-20-5g-blaster-green-128-gb/p/itm11fe82212c9ae?pid=MOBGHGHFSXYFVW3A&lid=LSTMOBGHGHFSXYFVW3ATQBUY1&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_183&otracker=browse&iid=051d8783-6324-4d61-803a-f5cc7df6f453.MOBGHGHFSXYFVW3A.SEARCH&ssid=dg9jgkr3w00000001686308579367
Lvix L1 2163S  (Blue),₹699,53% off,2.3,3 Ratings , 1 Reviews,16 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,850 mAh Battery,,3 Months Domestic Warranty,Blue,https://www.flipkart.com/lvix-l1-2163s/p/itm85be96b3d6cee?pid=MOBGNRZDYWAMA5MJ&lid=LSTMOBGNRZDYWAMA5MJ001ICX&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_184&otracker=browse&iid=en_0gdB28YXqs%2FdvPWB%2FUYzUMyOZ1dRi5ihvj9Ict4taRutPhaVWFyI1mLh%2BpfLhVQpcLfzyOzT9pYOehxYZP6b8g%3D%3D&ssid=dg9jgkr3w00000001686308579367
"Infinix Hot 20 5G (Space Blue, 128 GB)  (6 GB RAM)","₹13,499",32% off,4.1,"5,142 Ratings ", 468 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + AI Lens | 8MP Front Camera,5000 mAh Li-ion Polymer Battery,,1 Year on Handset and 6 Months on Accessories,Space Blue,https://www.flipkart.com/infinix-hot-20-5g-space-blue-128-gb/p/itm11fe82212c9ae?pid=MOBGHGHFJMNPZJJR&lid=LSTMOBGHGHFJMNPZJJRDMNFRT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_185&otracker=browse&iid=051d8783-6324-4d61-803a-f5cc7df6f453.MOBGHGHFJMNPZJJR.SEARCH&ssid=dg9jgkr3w00000001686308579367
"SAMSUNG Galaxy M33 5G (Mystique Green, 128 GB)  (8 GB RAM)","₹17,689",31% off,4.2,"2,326 Ratings ", 170 Reviews,8 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,,1 Year WarrantyKnow More,Mystique Green,https://www.flipkart.com/samsung-galaxy-m33-5g-mystique-green-128-gb/p/itm2aa4db0a58c8a?pid=MOBGHDXF3TMKZEYU&lid=LSTMOBGHDXF3TMKZEYUSJFFRJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_186&otracker=browse&iid=051d8783-6324-4d61-803a-f5cc7df6f453.MOBGHDXF3TMKZEYU.SEARCH&ssid=dg9jgkr3w00000001686308579367
Kechaoda K112  (Green),"₹1,498",21% off,4,"21,644 Ratings "," 2,233 Reviews",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,3600 mAh Battery,,1 Year Manufacturer Warranty,Green,https://www.flipkart.com/kechaoda-k112/p/itmf3qzutndjrsrb?pid=MOBF3MG3MPFH6RNE&lid=LSTMOBF3MG3MPFH6RNELRR4Y4&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_187&otracker=browse&iid=051d8783-6324-4d61-803a-f5cc7df6f453.MOBF3MG3MPFH6RNE.SEARCH&ssid=dg9jgkr3w00000001686308579367
Lvix L33 Pro  (Fusion Black),₹999,50% off,4.2,13 Ratings , 1 Reviews,16 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,3 Months Warranty,Fusion Black,https://www.flipkart.com/lvix-l33-pro/p/itm27111daec1890?pid=MOBGJUTDSYP9AEKH&lid=LSTMOBGJUTDSYP9AEKHXSRRVH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_188&otracker=browse&iid=en_0gdB28YXqs%2FdvPWB%2FUYzUMyOZ1dRi5ihvj9Ict4taRscMvsHk%2BaYLYmMXf09IHI0ZoGNL%2BXbCuPTKYnCQEoGlw%3D%3D&ssid=dg9jgkr3w00000001686308579367
LAVA A1 Josh 2021  (Blue Silver L),"₹1,115",23% off,4.1,"8,383 Ratings ", 690 Reviews,0 MB ROM | Expandable Upto 32 GB,4.5 cm (1.77 inch) Quarter QVGA Display,800 mAh Li-ion Battery,,,1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,Blue Silver L,https://www.flipkart.com/lava-a1-josh-2021/p/itm1a7c45d3437e1?pid=MOBG5JYQUHGSHHSA&lid=LSTMOBG5JYQUHGSHHSAFNNUJJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_189&otracker=browse&iid=051d8783-6324-4d61-803a-f5cc7df6f453.MOBG5JYQUHGSHHSA.SEARCH&ssid=dg9jgkr3w00000001686308579367
I Kall K29  (Wine Red),₹906,37% off,3.8,"10,926 Ratings "," 1,486 Reviews",32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,2500 mAh Battery,,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Wine Red,https://www.flipkart.com/i-kall-k29/p/itmexefuengyz7sd?pid=MOBG7A6PKX6AGFBB&lid=LSTMOBG7A6PKX6AGFBB2S67T4&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_190&otracker=browse&iid=051d8783-6324-4d61-803a-f5cc7df6f453.MOBG7A6PKX6AGFBB.SEARCH&ssid=dg9jgkr3w00000001686308579367
DIZO Star 500  (Silver),"₹1,810",9% off,4,"13,844 Ratings "," 1,571 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 64 GB,7.11 cm (2.8 inch) QVGA Display,0.3MP Rear Camera,1900 mAh Battery,,1 Year WarrantyKnow More,Silver,https://www.flipkart.com/dizo-star-500/p/itm120ee1cab516b?pid=MOBG2MCCJRZACVFY&lid=LSTMOBG2MCCJRZACVFYNTQI2S&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_191&otracker=browse&iid=051d8783-6324-4d61-803a-f5cc7df6f453.MOBG2MCCJRZACVFY.SEARCH&ssid=dg9jgkr3w00000001686308579367
"REDMI Note 12 (Sunrise Gold, 64 GB)  (6 GB RAM)","₹14,999",21% off,4.1,"4,586 Ratings ", 399 Reviews,6 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Sunrise Gold,https://www.flipkart.com/redmi-note-12-sunrise-gold-64-gb/p/itm5d170187bcbf0?pid=MOBGNYHZ7ZGHES2V&lid=LSTMOBGNYHZ7ZGHES2VQILAET&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_192&otracker=browse&iid=051d8783-6324-4d61-803a-f5cc7df6f453.MOBGNYHZ7ZGHES2V.SEARCH&ssid=dg9jgkr3w00000001686308579367
"Infinix HOT 20 Play (Racing Black, 64 GB)  (4 GB RAM)","₹8,499",29% off,4.4,"24,448 Ratings "," 1,231 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,17.32 cm (6.82 inch) HD+ Display,13Mp + AI Lens | 8MP Front Camera,6000 mAh Li-ion Polymer Battery,,1 Year on Handset and 6 Months on Accessories,Racing Black,https://www.flipkart.com/infinix-hot-20-play-racing-black-64-gb/p/itm1e6903eb0203e?pid=MOBGK23WGFWJHRQD&lid=LSTMOBGK23WGFWJHRQD90DLPU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_193&otracker=browse&iid=a78c1386-67a3-4366-8c1d-385f7bfb7523.MOBGK23WGFWJHRQD.SEARCH&ssid=he0klxy2sw0000001686308907870
"Infinix HOT 20 Play (Fantasy Purple, 64 GB)  (4 GB RAM)","₹8,499",29% off,4.4,"24,448 Ratings "," 1,231 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,17.32 cm (6.82 inch) HD+ Display,13Mp + AI Lens | 8MP Front Camera,6000 mAh Li-ion Polymer Battery,,1 Year on Handset and 6 Months on Accessories,Fantasy Purple,https://www.flipkart.com/infinix-hot-20-play-fantasy-purple-64-gb/p/itm1e6903eb0203e?pid=MOBGK23WAVERAMGZ&lid=LSTMOBGK23WAVERAMGZAZG2VD&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_194&otracker=browse&iid=a78c1386-67a3-4366-8c1d-385f7bfb7523.MOBGK23WAVERAMGZ.SEARCH&ssid=he0klxy2sw0000001686308907870
"Infinix HOT 20 Play (Luna Blue, 64 GB)  (4 GB RAM)","₹8,499",29% off,4.4,"24,448 Ratings "," 1,231 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,17.32 cm (6.82 inch) HD+ Display,13Mp + AI Lens | 8MP Front Camera,6000 mAh Li-ion Polymer Battery,,1 Year on Handset and 6 Months on Accessories,Luna Blue,https://www.flipkart.com/infinix-hot-20-play-luna-blue-64-gb/p/itm1e6903eb0203e?pid=MOBGK23WTVZZ3DDD&lid=LSTMOBGK23WTVZZ3DDDLYVBCR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_195&otracker=browse&iid=a78c1386-67a3-4366-8c1d-385f7bfb7523.MOBGK23WTVZZ3DDD.SEARCH&ssid=he0klxy2sw0000001686308907870
"realme 11 Pro 5G (Sunrise Beige, 128 GB)  (8 GB RAM)","₹23,999",7% off,5,,,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,100MP + 2MP | 16MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,Sunrise Beige,https://www.flipkart.com/realme-11-pro-5g-sunrise-beige-128-gb/p/itm3f783627a36ec?pid=MOBGPUNGXUZQKTTB&lid=LSTMOBGPUNGXUZQKTTBYNPFLU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_196&otracker=browse&iid=en_u78TIZNQScTlaZpJ2iT6BineBchgDifu4vwhjkR9Pfe0Y8KiA6XWsMQNbqUpogOmRmyZOGIiuyIGyP7dAmPLog%3D%3D&ssid=he0klxy2sw0000001686308907870
"vivo T1 44W (Midnight Galaxy, 128 GB)  (6 GB RAM)","₹15,999",23% off,4.4,"60,701 Ratings "," 4,224 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.36 cm (6.44 inch) Full HD+ AMOLED Display,50MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium Battery,,1 Year Handset and 6 Months Accessories,Midnight Galaxy,https://www.flipkart.com/vivo-t1-44w-midnight-galaxy-128-gb/p/itm2a08ebbea3689?pid=MOBGDRHVXFVCGS23&lid=LSTMOBGDRHVXFVCGS23QPDZAR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_197&otracker=browse&iid=a78c1386-67a3-4366-8c1d-385f7bfb7523.MOBGDRHVXFVCGS23.SEARCH&ssid=he0klxy2sw0000001686308907870
SAMSUNG Guru Music 2 SM-B315E  (Black),"₹2,490",3% off,4.2,"10,004 Ratings ", 694 Reviews,Expandable Upto 16 GB,5.08 cm (2 inch) QVGA Display,0MP Front Camera,800 mAh Battery,,1 Year Manufacturer's WarrantyKnow More,Black,https://www.flipkart.com/samsung-guru-music-2-sm-b315e/p/itmf050063b51944?pid=MOBE9VZBPVEGZC6X&lid=LSTMOBE9VZBPVEGZC6XPQI6PP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_198&otracker=browse&iid=a78c1386-67a3-4366-8c1d-385f7bfb7523.MOBE9VZBPVEGZC6X.SEARCH&ssid=he0klxy2sw0000001686308907870
"vivo T1 44W (Starry Sky, 128 GB)  (6 GB RAM)","₹15,999",23% off,4.4,"60,701 Ratings "," 4,224 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.36 cm (6.44 inch) Full HD+ AMOLED Display,50MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium Battery,,1 Year Handset and 6 Months Accessories,Starry Sky,https://www.flipkart.com/vivo-t1-44w-starry-sky-128-gb/p/itm2a08ebbea3689?pid=MOBGDRHVMW2UDXZY&lid=LSTMOBGDRHVMW2UDXZYYP1PL3&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_199&otracker=browse&iid=a78c1386-67a3-4366-8c1d-385f7bfb7523.MOBGDRHVMW2UDXZY.SEARCH&ssid=he0klxy2sw0000001686308907870
"realme 11 Pro+ 5G (Sunrise Beige, 256 GB)  (8 GB RAM)","₹27,999",6% off,5,,,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,200MP + 8MP + 2MP | 32MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,Sunrise Beige,https://www.flipkart.com/realme-11-pro-5g-sunrise-beige-256-gb/p/itm5647cce338e55?pid=MOBGPU8HQQYQN8XT&lid=LSTMOBGPU8HQQYQN8XTJSUCKP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_200&otracker=browse&iid=en_u78TIZNQScTlaZpJ2iT6BineBchgDifu4vwhjkR9PfchuAUMh76%2B%2FVcApq%2BMMgngkyT%2Bkbw%2BGaItO9qjF4DWPQ%3D%3D&ssid=he0klxy2sw0000001686308907870
"realme 10 (Clash White, 64 GB)  (4 GB RAM)","₹12,499",21% off,4.3,"10,426 Ratings ", 761 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.26 cm (6.4 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,Clash White,https://www.flipkart.com/realme-10-clash-white-64-gb/p/itmd6481542c3c73?pid=MOBGH2VF7EZA6Y3C&lid=LSTMOBGH2VF7EZA6Y3CU0WY3B&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_201&otracker=browse&iid=a78c1386-67a3-4366-8c1d-385f7bfb7523.MOBGH2VF7EZA6Y3C.SEARCH&ssid=he0klxy2sw0000001686308907870
"POCO X5 5G (Wildcat Blue, 256 GB)  (8 GB RAM)","₹17,999",25% off,4.1,"2,332 Ratings ", 184 Reviews,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,48MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Wildcat Blue,https://www.flipkart.com/poco-x5-5g-wildcat-blue-256-gb/p/itme100b90984aad?pid=MOBGNBFBUJCBTPUB&lid=LSTMOBGNBFBUJCBTPUBRII7PN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_202&otracker=browse&iid=a78c1386-67a3-4366-8c1d-385f7bfb7523.MOBGNBFBUJCBTPUB.SEARCH&ssid=he0klxy2sw0000001686308907870
"Infinix Hot 12 (7° Purple, 64 GB)  (4 GB RAM)","₹8,999",30% off,4.2,"27,279 Ratings "," 1,846 Reviews",4 GB RAM | 64 GB ROM,17.32 cm (6.82 inch) HD+ Display,50 MP + 2 MP Depth Lens + AI Lens | 8MP Front Camera,6000 mAh Lithium-ion Polymer Battery,,1 Year on Handset and 6 Months on Accessories,7° Purple,https://www.flipkart.com/infinix-hot-12-7-purple-64-gb/p/itm2dedd3ceae379?pid=MOBGHY3ZGCPGJHQZ&lid=LSTMOBGHY3ZGCPGJHQZEDNIE6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_203&otracker=browse&iid=a78c1386-67a3-4366-8c1d-385f7bfb7523.MOBGHY3ZGCPGJHQZ.SEARCH&ssid=he0klxy2sw0000001686308907870
"Infinix Hot 12 (Turquoise Cyan, 64 GB)  (4 GB RAM)","₹8,999",30% off,4.2,"27,279 Ratings "," 1,846 Reviews",4 GB RAM | 64 GB ROM,17.32 cm (6.82 inch) HD+ Display,50 MP + 2 MP Depth Lens + AI Lens | 8MP Front Camera,6000 mAh Lithium-ion Polymer Battery,,1 Year on Handset and 6 Months on Accessories,Turquoise Cyan,https://www.flipkart.com/infinix-hot-12-turquoise-cyan-64-gb/p/itm2dedd3ceae379?pid=MOBGHY3Z6GKFAFJM&lid=LSTMOBGHY3Z6GKFAFJMPS2JBW&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_204&otracker=browse&iid=a78c1386-67a3-4366-8c1d-385f7bfb7523.MOBGHY3Z6GKFAFJM.SEARCH&ssid=he0klxy2sw0000001686308907870
"vivo T1 44W (Midnight Galaxy, 128 GB)  (4 GB RAM)","₹14,499",27% off,4.5,"1,06,197 Ratings "," 6,991 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.36 cm (6.44 inch) Full HD+ AMOLED Display,50MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium Battery,,1 Year Handset and 6 Months Accessories,Midnight Galaxy,https://www.flipkart.com/vivo-t1-44w-midnight-galaxy-128-gb/p/itm2a08ebbea3689?pid=MOBGDRHVZN29ZJF4&lid=LSTMOBGDRHVZN29ZJF4OVSSPC&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_205&otracker=browse&iid=a78c1386-67a3-4366-8c1d-385f7bfb7523.MOBGDRHVZN29ZJF4.SEARCH&ssid=he0klxy2sw0000001686308907870
Good One G5605  (GOLD & BLACK),₹999,50% off,3.9,"2,453 Ratings ", 420 Reviews,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,2MP Rear Camera,2500 mAh Battery,,12 Months Warranty,GOLD & BLACK,https://www.flipkart.com/good-one-g5605/p/itm2dff36b247f3e?pid=MOBG7NG58BB4HEBH&lid=LSTMOBG7NG58BB4HEBHPPC2SK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_206&otracker=browse&iid=a78c1386-67a3-4366-8c1d-385f7bfb7523.MOBG7NG58BB4HEBH.SEARCH&ssid=he0klxy2sw0000001686308907870
Good One G5605  (Blue),₹999,50% off,3.9,"2,453 Ratings ", 420 Reviews,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,2MP Rear Camera,2500 mAh Battery,,12 Months Warranty,Blue,https://www.flipkart.com/good-one-g5605/p/itm2dff36b247f3e?pid=MOBG7NG7FJ7VQFKQ&lid=LSTMOBG7NG7FJ7VQFKQYMM6MO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_207&otracker=browse&iid=a78c1386-67a3-4366-8c1d-385f7bfb7523.MOBG7NG7FJ7VQFKQ.SEARCH&ssid=he0klxy2sw0000001686308907870
GFive U707  (Black & Red),₹749,6% off,3.6,"12,463 Ratings "," 1,161 Reviews",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,950 mAh Battery,,1 Year Manufacturer warranty.,Black & Red,https://www.flipkart.com/gfive-u707/p/itmfy49yredg3mtc?pid=MOBFY666PUTSQR5W&lid=LSTMOBFY666PUTSQR5WPQNFXU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_208&otracker=browse&iid=a78c1386-67a3-4366-8c1d-385f7bfb7523.MOBFY666PUTSQR5W.SEARCH&ssid=he0klxy2sw0000001686308907870
"MOTOROLA e40 (Carbon Gray, 64 GB)  (4 GB RAM)","₹8,999",18% off,4.2,"82,260 Ratings "," 7,526 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,48MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,,1 Year on Handset and 6 Months on AccessoriesKnow More,Carbon Gray,https://www.flipkart.com/motorola-e40-carbon-gray-64-gb/p/itm0ca635007c9e2?pid=MOBG2EMWUMUFGSZE&lid=LSTMOBG2EMWUMUFGSZEJNGZMU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_209&otracker=browse&iid=a78c1386-67a3-4366-8c1d-385f7bfb7523.MOBG2EMWUMUFGSZE.SEARCH&ssid=he0klxy2sw0000001686308907870
"SAMSUNG Galaxy M04 (Dark Blue, 64 GB)  (4 GB RAM)","₹8,065",29% off,4.1,"2,641 Ratings ", 160 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,5000 mAh Battery,,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseKnow More,Dark Blue,https://www.flipkart.com/samsung-galaxy-m04-dark-blue-64-gb/p/itm588bf37c1ede1?pid=MOBGH8GHMWZWBGNG&lid=LSTMOBGH8GHMWZWBGNGFNZFBD&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_210&otracker=browse&iid=a78c1386-67a3-4366-8c1d-385f7bfb7523.MOBGH8GHMWZWBGNG.SEARCH&ssid=he0klxy2sw0000001686308907870
"REDMI 11 Prime (Flashy Black, 128 GB)  (6 GB RAM)","₹11,999",29% off,4.2,494 Ratings , 22 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Flashy Black,https://www.flipkart.com/redmi-11-prime-flashy-black-128-gb/p/itm01f508ea28ab0?pid=MOBGZHFGNDNWAZKZ&lid=LSTMOBGZHFGNDNWAZKZUMANTL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_9_211&otracker=browse&iid=a78c1386-67a3-4366-8c1d-385f7bfb7523.MOBGZHFGNDNWAZKZ.SEARCH&ssid=he0klxy2sw0000001686308907870
