Name,Price,Discount,Average Rating,Rating Count,Review Count,Memory Details,Screen Dimension,Lens Detail,Battery Capacity,Processor,Warranty,Color,Product Link
"REDMI A1+ (Light Blue, 32 GB)  (3 GB RAM)","₹6,599",40% off,3.9,"1,479 Ratings ", 84 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,Light Blue,https://www.flipkart.com/redmi-a1-light-blue-32-gb/p/itmae4738195e03c?pid=MOBGGYBAGFD4H23B&lid=LSTMOBGGYBAGFD4H23BT8EH5A&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_70&otracker=browse&iid=6cc78899-bcae-4c2c-a652-c3f227892ba6.MOBGGYBAGFD4H23B.SEARCH&ssid=5xmkn64co00000001686307007346
"POCO M4 Pro (Cool Blue, 128 GB)  (8 GB RAM)","₹13,999",36% off,4.2,"20,560 Ratings "," 1,649 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.33 cm (6.43 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,,"One Year for Handset, 6 Months for Accessories",Cool Blue,https://www.flipkart.com/poco-m4-pro-cool-blue-128-gb/p/itm5f8490c5b5c0e?pid=MOBGBTHFXSFUTMWG&lid=LSTMOBGBTHFXSFUTMWGOH9STL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_71&otracker=browse&iid=6cc78899-bcae-4c2c-a652-c3f227892ba6.MOBGBTHFXSFUTMWG.SEARCH&ssid=5xmkn64co00000001686307007346
"REDMI A1+ (Black, 32 GB)  (3 GB RAM)","₹6,599",40% off,3.9,"1,479 Ratings ", 84 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,Black,https://www.flipkart.com/redmi-a1-black-32-gb/p/itm7c286db936fbd?pid=MOBGGYBACTBNBYEG&lid=LSTMOBGGYBACTBNBYEGH1DDFB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_72&otracker=browse&iid=6cc78899-bcae-4c2c-a652-c3f227892ba6.MOBGGYBACTBNBYEG.SEARCH&ssid=5xmkn64co00000001686307007346
"POCO M4 Pro (Cool Blue, 128 GB)  (8 GB RAM)","₹13,999",36% off,4.2,"20,560 Ratings "," 1,649 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.33 cm (6.43 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,,"One Year for Handset, 6 Months for Accessories",Cool Blue,https://www.flipkart.com/poco-m4-pro-cool-blue-128-gb/p/itm5f8490c5b5c0e?pid=MOBGBTHFXSFUTMWG&lid=LSTMOBGBTHFXSFUTMWGPGR7GM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_73&otracker=browse&iid=9fcc7edf-e220-46d4-93a0-60892425fd28.MOBGBTHFXSFUTMWG.SEARCH&ssid=rvmz3pq6000000001686307319743
"POCO X5 5G (Supernova Green, 128 GB)  (6 GB RAM)","₹15,999",23% off,4.2,"6,333 Ratings ", 484 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,48MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Supernova Green,https://www.flipkart.com/poco-x5-5g-supernova-green-128-gb/p/itmb4486c67956f6?pid=MOBGNBFBJ3FZHRPX&lid=LSTMOBGNBFBJ3FZHRPXGN6RKG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_74&otracker=browse&iid=9fcc7edf-e220-46d4-93a0-60892425fd28.MOBGNBFBJ3FZHRPX.SEARCH&ssid=rvmz3pq6000000001686307319743
"APPLE iPhone 13 (Midnight, 128 GB)","₹58,749",15% off,4.7,"2,21,598 Ratings "," 11,555 Reviews",128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,,Brand Warranty for 1 YearKnow More,Midnight,https://www.flipkart.com/apple-iphone-13-midnight-128-gb/p/itmca361aab1c5b0?pid=MOBG6VF5Q82T3XRS&lid=LSTMOBG6VF5Q82T3XRSOXJLM9&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_75&otracker=browse&iid=9fcc7edf-e220-46d4-93a0-60892425fd28.MOBG6VF5Q82T3XRS.SEARCH&ssid=rvmz3pq6000000001686307319743
"realme 11 Pro 5G (Sunrise Beige, 128 GB)  (8 GB RAM)","₹23,999",7% off,5,,,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,100MP + 2MP | 16MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,Sunrise Beige,https://www.flipkart.com/realme-11-pro-5g-sunrise-beige-128-gb/p/itm3f783627a36ec?pid=MOBGPUNGXUZQKTTB&lid=LSTMOBGPUNGXUZQKTTBYNPFLU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_76&otracker=browse&iid=en_Wg0yfQCFzBkrFwoUbQvfHbEMEawve9ap8orTHO%2FjNVbzU7npVMb0wL0Eq%2BqyYZXERmyZOGIiuyIGyP7dAmPLog%3D%3D&ssid=rvmz3pq6000000001686307319743
"MOTOROLA e13 (Aurora Green, 64 GB)  (4 GB RAM)","₹7,299",33% off,4,"23,707 Ratings "," 1,960 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,,1 Year on Handset and 6 Months on AccessoriesKnow More,Aurora Green,https://www.flipkart.com/motorola-e13-aurora-green-64-gb/p/itmb52d8f826cd9a?pid=MOBGKHNBA55HDSZR&lid=LSTMOBGKHNBA55HDSZRHOAFME&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_77&otracker=browse&iid=9fcc7edf-e220-46d4-93a0-60892425fd28.MOBGKHNBA55HDSZR.SEARCH&ssid=rvmz3pq6000000001686307319743
"REDMI 9 Activ (Coral Green, 128 GB)  (6 GB RAM)","₹9,499",26% off,4.2,"5,777 Ratings ", 368 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,5000 mAh Lithium Polymer Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,Coral Green,https://www.flipkart.com/redmi-9-activ-coral-green-128-gb/p/itmf8e24fc354f15?pid=MOBG7FNGKTZMF2FQ&lid=LSTMOBG7FNGKTZMF2FQHCRQ1Z&marketplace=FLIPKART&store=tyy%2F4io&spotlightTagId=TrendingId_tyy%2F4io&srno=b_4_78&otracker=browse&iid=9fcc7edf-e220-46d4-93a0-60892425fd28.MOBG7FNGKTZMF2FQ.SEARCH&ssid=rvmz3pq6000000001686307319743
"REDMI A1+ (Light Green, 32 GB)  (3 GB RAM)","₹6,599",40% off,3.9,"1,479 Ratings ", 84 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,Light Green,https://www.flipkart.com/redmi-a1-light-green-32-gb/p/itm7ddf6868555cf?pid=MOBGGYBA5ZHNPDQA&lid=LSTMOBGGYBA5ZHNPDQAIY89VU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_79&otracker=browse&iid=9fcc7edf-e220-46d4-93a0-60892425fd28.MOBGGYBA5ZHNPDQA.SEARCH&ssid=rvmz3pq6000000001686307319743
"realme 11 Pro+ 5G (Sunrise Beige, 256 GB)  (8 GB RAM)","₹27,999",6% off,5,,,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,200MP + 8MP + 2MP | 32MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,Sunrise Beige,https://www.flipkart.com/realme-11-pro-5g-sunrise-beige-256-gb/p/itm5647cce338e55?pid=MOBGPU8HQQYQN8XT&lid=LSTMOBGPU8HQQYQN8XTJSUCKP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_80&otracker=browse&iid=en_Wg0yfQCFzBkrFwoUbQvfHbEMEawve9ap8orTHO%2FjNVZMTN2usWnTub588wuzkyQdkyT%2Bkbw%2BGaItO9qjF4DWPQ%3D%3D&ssid=rvmz3pq6000000001686307319743
"realme C30 (Bamboo Green, 32 GB)  (3 GB RAM)","₹6,499",30% off,4.1,"53,925 Ratings "," 3,312 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Ion Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,Bamboo Green,https://www.flipkart.com/realme-c30-bamboo-green-32-gb/p/itmfcf69b2db5059?pid=MOBGF37GUWGZQYGR&lid=LSTMOBGF37GUWGZQYGRVXRDM1&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_81&otracker=browse&iid=9fcc7edf-e220-46d4-93a0-60892425fd28.MOBGF37GUWGZQYGR.SEARCH&ssid=rvmz3pq6000000001686307319743
"realme C30 (Denim Black, 32 GB)  (2 GB RAM)","₹5,999",29% off,4.2,"1,03,737 Ratings "," 5,542 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Ion Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,Denim Black,https://www.flipkart.com/realme-c30-denim-black-32-gb/p/itmfcf69b2db5059?pid=MOBGF37G8TGKHFWJ&lid=LSTMOBGF37G8TGKHFWJIST95C&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_82&otracker=browse&iid=9fcc7edf-e220-46d4-93a0-60892425fd28.MOBGF37G8TGKHFWJ.SEARCH&ssid=rvmz3pq6000000001686307319743
"POCO C55 (Forest Green, 128 GB)  (6 GB RAM)","₹9,249",33% off,4.1,"12,434 Ratings ", 678 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Dual Rear Camera | 5MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Forest Green,https://www.flipkart.com/poco-c55-forest-green-128-gb/p/itm7ed4c1ff2689f?pid=MOBGMXSWCYATKHYR&lid=LSTMOBGMXSWCYATKHYRK6MOJZ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_83&otracker=browse&iid=9fcc7edf-e220-46d4-93a0-60892425fd28.MOBGMXSWCYATKHYR.SEARCH&ssid=rvmz3pq6000000001686307319743
"MOTOROLA G62 5G (Midnight Gray, 128 GB)  (6 GB RAM)","₹15,499",29% off,4.2,"30,959 Ratings "," 2,819 Reviews",6 GB RAM | 128 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,,1 Year on Handset and 6 Months on AccessoriesKnow More,Midnight Gray,https://www.flipkart.com/motorola-g62-5g-midnight-gray-128-gb/p/itm37da299ffb2d0?pid=MOBGEDT5ZZMZQZSJ&lid=LSTMOBGEDT5ZZMZQZSJFXDZSQ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_84&otracker=browse&iid=9fcc7edf-e220-46d4-93a0-60892425fd28.MOBGEDT5ZZMZQZSJ.SEARCH&ssid=rvmz3pq6000000001686307319743
"MOTOROLA G62 5G (Frosted Blue, 128 GB)  (6 GB RAM)","₹15,499",29% off,4.2,"30,959 Ratings "," 2,819 Reviews",6 GB RAM | 128 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,,1 Year on Handset and 6 Months on AccessoriesKnow More,Frosted Blue,https://www.flipkart.com/motorola-g62-5g-frosted-blue-128-gb/p/itm556a0153d9a10?pid=MOBGEDT5YQ2YFVTQ&lid=LSTMOBGEDT5YQ2YFVTQQ0KAIT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_85&otracker=browse&iid=9fcc7edf-e220-46d4-93a0-60892425fd28.MOBGEDT5YQ2YFVTQ.SEARCH&ssid=rvmz3pq6000000001686307319743
"POCO C50 (Country Green, 32 GB)  (3 GB RAM)","₹6,499",35% off,4.1,"11,105 Ratings ", 691 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Dual Camera | 5MP Front Camera,5000 mAh Lithium Polymer Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Country Green,https://www.flipkart.com/poco-c50-country-green-32-gb/p/itm8bbc26098f785?pid=MOBGK8WZAFFKHXRC&lid=LSTMOBGK8WZAFFKHXRCZKOFDZ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_86&otracker=browse&iid=9fcc7edf-e220-46d4-93a0-60892425fd28.MOBGK8WZAFFKHXRC.SEARCH&ssid=rvmz3pq6000000001686307319743
"POCO M4 5G (Power Black, 128 GB)  (6 GB RAM)","₹13,999",26% off,4.2,"39,634 Ratings "," 2,881 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Polymer Battery,,1 Year Warranty for Handset and 6 Months for Accessories,Power Black,https://www.flipkart.com/poco-m4-5g-power-black-128-gb/p/itm967111aabdc3f?pid=MOBGDRGPQQGTRXU9&lid=LSTMOBGDRGPQQGTRXU9P0JJRO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_87&otracker=browse&iid=9fcc7edf-e220-46d4-93a0-60892425fd28.MOBGDRGPQQGTRXU9.SEARCH&ssid=rvmz3pq6000000001686307319743
"REDMI 10 (Midnight Black, 128 GB)  (6 GB RAM)","₹10,999",35% off,4.2,"35,997 Ratings "," 2,361 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 5MP Front Camera,6000 mAh Lithium Polymer Battery,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,Midnight Black,https://www.flipkart.com/redmi-10-midnight-black-128-gb/p/itm68b3d276eda8c?pid=MOBGC9GYX2QQXKWK&lid=LSTMOBGC9GYX2QQXKWKH9UCNR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_88&otracker=browse&iid=9fcc7edf-e220-46d4-93a0-60892425fd28.MOBGC9GYX2QQXKWK.SEARCH&ssid=rvmz3pq6000000001686307319743
"MOTOROLA g73 5G (Midnight Blue, 128 GB)  (8 GB RAM)","₹16,999",22% off,3.9,"11,631 Ratings "," 1,584 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP + 8MP | 16MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box AccessoriesKnow More,Midnight Blue,https://www.flipkart.com/motorola-g73-5g-midnight-blue-128-gb/p/itm0e1cfbbce3e09?pid=MOBGKHNBYHG9SBGG&lid=LSTMOBGKHNBYHG9SBGGTCLS42&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_89&otracker=browse&iid=9fcc7edf-e220-46d4-93a0-60892425fd28.MOBGKHNBYHG9SBGG.SEARCH&ssid=rvmz3pq6000000001686307319743
"SAMSUNG Galaxy F13 (Waterfall Blue, 64 GB)  (4 GB RAM)","₹10,999",26% off,4.3,"1,49,379 Ratings "," 8,544 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,,1 Year Warranty Provided By the Manufacturer from Date of PurchaseKnow More,Waterfall Blue,https://www.flipkart.com/samsung-galaxy-f13-waterfall-blue-64-gb/p/itm583ef432b2b0c?pid=MOBGENJWBPFYJSFT&lid=LSTMOBGENJWBPFYJSFTP8FGOC&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_90&otracker=browse&iid=9fcc7edf-e220-46d4-93a0-60892425fd28.MOBGENJWBPFYJSFT.SEARCH&ssid=rvmz3pq6000000001686307319743
"SAMSUNG Galaxy F13 (Nightsky Green, 128 GB)  (4 GB RAM)","₹11,999",29% off,4.3,"1,49,379 Ratings "," 8,544 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,,1 Year Warranty Provided By the Manufacturer from Date of PurchaseKnow More,Nightsky Green,https://www.flipkart.com/samsung-galaxy-f13-nightsky-green-128-gb/p/itma7ed2982bc08f?pid=MOBGENJW6YHHQDYU&lid=LSTMOBGENJW6YHHQDYUXELNQ3&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_91&otracker=browse&iid=9fcc7edf-e220-46d4-93a0-60892425fd28.MOBGENJW6YHHQDYU.SEARCH&ssid=rvmz3pq6000000001686307319743
"APPLE iPhone 13 (Blue, 128 GB)","₹58,749",15% off,4.7,"2,21,598 Ratings "," 11,555 Reviews",128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,,Brand Warranty for 1 YearKnow More,Blue,https://www.flipkart.com/apple-iphone-13-blue-128-gb/p/itm6c601e0a58b3c?pid=MOBG6VF5SMXPNQHG&lid=LSTMOBG6VF5SMXPNQHGH3DY6Z&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_92&otracker=browse&iid=9fcc7edf-e220-46d4-93a0-60892425fd28.MOBG6VF5SMXPNQHG.SEARCH&ssid=rvmz3pq6000000001686307319743
"REDMI 11 Prime (Flashy Black, 64 GB)  (4 GB RAM)","₹9,999",33% off,4.4,"2,066 Ratings ", 85 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Flashy Black,https://www.flipkart.com/redmi-11-prime-flashy-black-64-gb/p/itm56fca6d990593?pid=MOBGZHFGHJ5KNNPN&lid=LSTMOBGZHFGHJ5KNNPNOWYRYT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_93&otracker=browse&iid=9fcc7edf-e220-46d4-93a0-60892425fd28.MOBGZHFGHJ5KNNPN.SEARCH&ssid=rvmz3pq6000000001686307319743
"realme C30 (Lake Blue, 32 GB)  (3 GB RAM)","₹6,499",30% off,4.1,"53,925 Ratings "," 3,312 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Ion Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,Lake Blue,https://www.flipkart.com/realme-c30-lake-blue-32-gb/p/itmfcf69b2db5059?pid=MOBGF37GWT4TGVZM&lid=LSTMOBGF37GWT4TGVZM1IFYZO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_94&otracker=browse&iid=9fcc7edf-e220-46d4-93a0-60892425fd28.MOBGF37GWT4TGVZM.SEARCH&ssid=rvmz3pq6000000001686307319743
"realme C30 (Denim Black, 32 GB)  (3 GB RAM)","₹6,499",30% off,4.1,"53,925 Ratings "," 3,312 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Ion Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,Denim Black,https://www.flipkart.com/realme-c30-denim-black-32-gb/p/itmfcf69b2db5059?pid=MOBGF37GMBMYRFBK&lid=LSTMOBGF37GMBMYRFBK6OQWPG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_95&otracker=browse&iid=9fcc7edf-e220-46d4-93a0-60892425fd28.MOBGF37GMBMYRFBK.SEARCH&ssid=rvmz3pq6000000001686307319743
"REDMI 10 (Sunrise Orange, 64 GB)  (4 GB RAM)","₹9,499",36% off,4.3,"2,31,618 Ratings "," 14,210 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 5MP Front Camera,6000 mAh Lithium Polymer Battery,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,Sunrise Orange,https://www.flipkart.com/redmi-10-sunrise-orange-64-gb/p/itmae4c7ad2665f3?pid=MOBGMPHF9TDM2MM3&lid=LSTMOBGMPHF9TDM2MM39RM7JR&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_96&otracker=browse&iid=9fcc7edf-e220-46d4-93a0-60892425fd28.MOBGMPHF9TDM2MM3.SEARCH&ssid=rvmz3pq6000000001686307319743
"realme C33 2023 (Sandy Gold, 128 GB)  (4 GB RAM)","₹10,499",25% off,4.4,"11,764 Ratings ", 356 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,50MP + 0.3MP | 5MP Front Camera,5000 mAh Lithium Ion Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,Sandy Gold,https://www.flipkart.com/realme-c33-2023-sandy-gold-128-gb/p/itmd11d6ad894265?pid=MOBGMWBW6FBFRP6G&lid=LSTMOBGMWBW6FBFRP6GAZEZTA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_97&otracker=browse&iid=16581325-503d-42a3-9d52-a6b397d1ef59.MOBGMWBW6FBFRP6G.SEARCH&ssid=82nvg674lc0000001686307631033
"POCO M4 5G (Power Black, 64 GB)  (4 GB RAM)","₹11,999",25% off,4.2,"75,421 Ratings "," 5,333 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Polymer Battery,,1 Year Warranty for Handset and 6 Months for Accessories,Power Black,https://www.flipkart.com/poco-m4-5g-power-black-64-gb/p/itmdca739218a8a0?pid=MOBGDRGPZTSHNQ5H&lid=LSTMOBGDRGPZTSHNQ5HK2U5VI&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_98&otracker=browse&iid=16581325-503d-42a3-9d52-a6b397d1ef59.MOBGDRGPZTSHNQ5H.SEARCH&ssid=82nvg674lc0000001686307631033
"SAMSUNG Galaxy F13 (Nightsky Green, 64 GB)  (4 GB RAM)","₹10,999",26% off,4.3,"1,49,379 Ratings "," 8,544 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,,1 Year Warranty Provided By the Manufacturer from Date of PurchaseKnow More,Nightsky Green,https://www.flipkart.com/samsung-galaxy-f13-nightsky-green-64-gb/p/itmeadfda1bd23fa?pid=MOBGENJWF4KJTPEN&lid=LSTMOBGENJWF4KJTPENS2XJXA&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_99&otracker=browse&iid=16581325-503d-42a3-9d52-a6b397d1ef59.MOBGENJWF4KJTPEN.SEARCH&ssid=82nvg674lc0000001686307631033
"realme 11 Pro 5G (Sunrise Beige, 128 GB)  (8 GB RAM)","₹23,999",7% off,5,,,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,100MP + 2MP | 16MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,Sunrise Beige,https://www.flipkart.com/realme-11-pro-5g-sunrise-beige-128-gb/p/itm3f783627a36ec?pid=MOBGPUNGXUZQKTTB&lid=LSTMOBGPUNGXUZQKTTBYNPFLU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_100&otracker=browse&iid=en_EEY47dIHMoXaykvo2xC0PDGQuUYu0yAa6vbrIJ0GblFYA8FW7H5GsWBe4ZG%2BAXmDkk1wuw7kUc0bTpLzKHb7Zg%3D%3D&ssid=82nvg674lc0000001686307631033
"realme C33 2023 (Night Sea, 128 GB)  (4 GB RAM)","₹10,499",25% off,5,,,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,50MP + 0.3MP | 5MP Front Camera,5000 mAh Lithium Ion Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,Night Sea,https://www.flipkart.com/realme-c33-2023-night-sea-128-gb/p/itmd11d6ad894265?pid=MOBGMWBWPNXAPGW4&lid=LSTMOBGMWBWPNXAPGW4ZBMSOB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_101&otracker=browse&iid=16581325-503d-42a3-9d52-a6b397d1ef59.MOBGMWBWPNXAPGW4.SEARCH&ssid=82nvg674lc0000001686307631033
Nokia 105 SS  (Blue),"₹1,299",18% off,4.2,"20,221 Ratings "," 1,494 Reviews",32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,800 mAh Lithium Ion Battery,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Battery from the Date of PurchaseKnow More,Blue,https://www.flipkart.com/nokia-105-ss/p/itm9a3277c34a030?pid=MOBGC96FVTHVNXNH&lid=LSTMOBGC96FVTHVNXNHGPCV73&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_102&otracker=browse&iid=16581325-503d-42a3-9d52-a6b397d1ef59.MOBGC96FVTHVNXNH.SEARCH&ssid=82nvg674lc0000001686307631033
"REDMI 11 Prime (Peppy Purple, 64 GB)  (4 GB RAM)","₹9,999",33% off,4.4,"2,066 Ratings ", 85 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Peppy Purple,https://www.flipkart.com/redmi-11-prime-peppy-purple-64-gb/p/itm6c82e6d7f5790?pid=MOBGZHFGV49WM2TC&lid=LSTMOBGZHFGV49WM2TCOOW4U6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_5_103&otracker=browse&iid=16581325-503d-42a3-9d52-a6b397d1ef59.MOBGZHFGV49WM2TC.SEARCH&ssid=82nvg674lc0000001686307631033
